Lewes Public Library,Public,"Lewes, DE",https://librarytechnology.org/library/12249,111 Adams Avenue,,Lewes,Delaware,19956,Sussex,302-645-2733,https://lewes.lib.de.us,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,Chrys Dudbridge,Publicly funded and managed,"17,073 residents","50,117 volumes","180,959 transactions",Symphony (2005),Dynix (until 1997),Delaware Library Catalog,,,DE0010,DE0010-002,12249,09-Dec-04,25-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/12249,United States,"Lewes Public Libraryis aPubliclibrary.This library is affiliated with the library system that servesLewes, DE.  
The collection of the library contains50,117volumes. The library circulates180,959items per year. The library serves a population of17,073residents .","This listing was created on Dec 9, 2004 and was last modified on Mar 25, 2023.",This is a publicly funded and managed library.
Appoquinimink Public Library,Public,New Castle County Libraries,https://librarytechnology.org/library/15977,651 North Broad Street,,Middletown,Delaware,19709-0106,New Castle,302-378-5588,https://www.newcastlede.gov,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,,Publicly funded and managed,,,,Symphony (2010),"Horizon (until 2002), Dynix (until 1994)",Delaware Library Catalog,,,DE0046,DE0046-002,15977,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/15977,United States,"Appoquinimink Public Libraryis aPubliclibrary.This library is affiliated withNew Castle County Libraries(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Delaware City Public Library,Public,Delaware City Public Library,https://librarytechnology.org/library/15974,250 Fifth Street,PO Box 541,Delaware City,Delaware,19706-0541,DE,302-834-4148,https://delawarecity.lib.de.us,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,Loree Elton,Publicly funded and managed,"7,132 residents","24,293 volumes","40,183 transactions",Symphony (2010),"Horizon (until 2002), Dynix (until 1994)",Delaware Library Catalog,D8L,8964,DE0027,DE0027-002,15974,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/15974,United States,"Delaware City Public Libraryis aPubliclibrary.This library is affiliated withDelaware City Public Library(view map)
.  
The collection of the library contains24,293volumes. The library circulates40,183items per year. The library serves a population of7,132residents .","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Millsboro Public Library,Public,"Millsboro, DE",https://librarytechnology.org/library/12251,217 West State Street,PO Box 458,Millsboro,Delaware,19966,Sussex,302-934-8743,https://millsboro.lib.de.us,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,Mary Brittingham,Publicly funded and managed,"17,109 residents","32,598 volumes","91,780 transactions",Symphony (2005),Dynix (until 1997),Delaware Library Catalog,,,DE0013,DE0013-002,12251,09-Dec-04,10-Apr-25,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/12251,United States,"Millsboro Public Libraryis aPubliclibrary.This library is affiliated with the library system that servesMillsboro, DE.  
The collection of the library contains32,598volumes. The library circulates91,780items per year. The library serves a population of17,109residents .","This listing was created on Dec 9, 2004 and was last modified on Apr 10, 2025.",This is a publicly funded and managed library.
Brandywine Hundred Branch Library,Public,New Castle County Libraries,https://librarytechnology.org/library/15982,1300 Foulk Road,,Wilmington,Delaware,19803-5074,New Castle,302-478-7961,https://www.newcastlede.gov,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,Diana Brown,Publicly funded and managed,,,,Symphony (2010),"Horizon (until 2002), Dynix (until 1994)",Delaware Library Catalog,,,DE0046,DE0046-007,15982,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/15982,United States,"Brandywine Hundred Branch Libraryis aPubliclibrary.This library is affiliated withNew Castle County Libraries(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Bear Public Library,Public,New Castle County Libraries,https://librarytechnology.org/library/15978,101 Governors Place,,Bear,Delaware,19701-3096,New Castle,302-838-3300,https://www.newcastlede.gov,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,,Publicly funded and managed,,,,Symphony (2010),"Horizon (until 2002), Dynix (until 1994)",Delaware Library Catalog,,,DE0046,DE0046-003,15978,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/15978,United States,"Bear Public Libraryis aPubliclibrary.This library is affiliated withNew Castle County Libraries(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Kirkwood Highway Public Library,Public,New Castle County Libraries,https://librarytechnology.org/library/15979,6000 Kirkwood Highway,,Wilmington,Delaware,19808-4817,New Castle,302-995-7663,https://www.newcastlede.gov,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,,Publicly funded and managed,,,,Symphony (2010),"Horizon (until 2002), Dynix (until 1994)",Delaware Library Catalog,,,DE0046,DE0046-004,15979,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/15979,United States,"Kirkwood Highway Public Libraryis aPubliclibrary.This library is affiliated withNew Castle County Libraries(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Elsmere Public Library,Public,New Castle County Libraries,https://librarytechnology.org/library/15984,30 Spruce Avenue,,Wilmington,Delaware,19805-2126,New Castle,302-892-9814,https://www.newcastlede.gov,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,,Publicly funded and managed,,,,Symphony (2010),"Horizon (until 2002), Dynix (until 1994)",Delaware Library Catalog,,,DE0046,DE0046-009,15984,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/15984,United States,"Elsmere Public Libraryis aPubliclibrary.This library is affiliated withNew Castle County Libraries(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Hockessin Public Library,Public,New Castle County Libraries,https://librarytechnology.org/library/15980,1041 Valley Road,,Hockessin,Delaware,19707-9156,New Castle,302-239-5160,https://www.newcastlede.gov,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,,Publicly funded and managed,,,,Symphony (2010),"Horizon (until 2002), Dynix (until 1994)",Delaware Library Catalog,,,DE0046,DE0046-005,15980,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/15980,United States,"Hockessin Public Libraryis aPubliclibrary.This library is affiliated withNew Castle County Libraries(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Newark Free Library,Public,New Castle County Libraries,https://librarytechnology.org/library/15983,750 Library Avenue,,Newark,Delaware,19711-7146,New Castle,302-731-7550,https://www.newcastlede.gov,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,Martha Birchenall,Publicly funded and managed,,,,Symphony (2010),"Horizon (until 2002), Dynix (until 1994)",Delaware Library Catalog,,,DE0046,DE0046-008,15983,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/15983,United States,"Newark Free Libraryis aPubliclibrary.This library is affiliated withNew Castle County Libraries(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Claymont Public Library,Public,New Castle County Libraries,https://librarytechnology.org/library/15981,3303 Green Street,,Claymont,Delaware,19703-2052,New Castle,302-798-4164,https://www.newcastlede.gov,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,,Publicly funded and managed,,,,Symphony (2010),"Horizon (until 2002), Dynix (until 1994)",Delaware Library Catalog,,,DE0046,DE0046-006,15981,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/15981,United States,"Claymont Public Libraryis aPubliclibrary.This library is affiliated withNew Castle County Libraries(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Garfield Park Lending Library,Public,New Castle County Libraries,https://librarytechnology.org/library/61238,26 Karlyn Drive,,Wilmington,Delaware,19720,New Castle,302-571-7312,https://www.newcastlede.gov,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,Steven Davis,,,,,Symphony (2010),"Horizon (until 2002), Dynix (until 1993), PLUS (until 1989)",Delaware Library Catalog,,,,,61238,02-Oct-10,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/61238,United States,"Garfield Park Lending Libraryis aPubliclibrary.This library is affiliated withNew Castle County Libraries(view map)
.","This listing was created on Oct 2, 2010 and was last modified on Mar 26, 2023.",
Rehoboth Beach Library,Public,Rehoboth Beach Library,https://librarytechnology.org/library/12252,226 Rehoboth Avenue,,Rehoboth Beach,Delaware,19971-2134,Sussex,302-227-8044,https://rehoboth.lib.de.us,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,Alison Miller,Publicly funded and managed,"14,100 residents","33,220 volumes","84,726 transactions",Symphony (2005),Dynix (until 1997),Delaware Library Catalog,,,DE0017,DE0017-002,12252,09-Dec-04,10-Apr-25,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/12252,United States,"Rehoboth Beach Libraryis aPubliclibrary.This library is affiliated withRehoboth Beach Library(view map)
.  
The collection of the library contains33,220volumes. The library circulates84,726items per year. The library serves a population of14,100residents .","This listing was created on Dec 9, 2004 and was last modified on Apr 10, 2025.",This is a publicly funded and managed library.
Woodlawn Library,Public,New Castle County Libraries,https://librarytechnology.org/library/15972,2020 West Ninth Street,,Wilmington,Delaware,19805,New Castle,302-571-7425,https://www.newcastlede.gov,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,Tanya Moye,,,,,Symphony (2010),"Horizon (until 2002), Dynix (until 1993), PLUS (until 1989)",Delaware Library Catalog,,,,,15972,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/15972,United States,"Woodlawn Libraryis aPubliclibrary.This library is affiliated withNew Castle County Libraries(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",
Selbyville Public Library,Public,"Selbyville, DE",https://librarytechnology.org/library/12253,11 Main and McCabe Streets,PO Box 739,Selbyville,Delaware,19975,Sussex,302-436-8195,https://www.selbyvillelibrary.org,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,Jill Linden,Publicly funded and managed,"5,006 residents","24,775 volumes","42,425 transactions",Symphony (2005),Dynix (until 1997),Delaware Library Catalog,,,DE0019,DE0019-002,12253,09-Dec-04,25-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/12253,United States,"Selbyville Public Libraryis aPubliclibrary.This library is affiliated with the library system that servesSelbyville, DE.  
The collection of the library contains24,775volumes. The library circulates42,425items per year. The library serves a population of5,006residents .","This listing was created on Dec 9, 2004 and was last modified on Mar 25, 2023.",This is a publicly funded and managed library.
New Castle Public Library,Public,New Castle County Libraries,https://librarytechnology.org/library/15967,424 Delaware Street,,New Castle,Delaware,19720-5099,New Castle,302-328-1995,https://www.newcastlede.gov,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,"Katie Newell,",Publicly funded and managed,"26,648 residents","34,668 volumes","72,787 transactions",Symphony (2010),"Horizon (until 2002), Dynix (until 1994)",Delaware Library Catalog,,,DE0015,DE0015-002,15967,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/15967,United States,"New Castle Public Libraryis aPubliclibrary.This library is affiliated withNew Castle County Libraries(view map)
.  
The collection of the library contains34,668volumes. The library circulates72,787items per year. The library serves a population of26,648residents .","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Corbit Calloway Memorial Library,Public,Corbit Calloway Memorial Library,https://librarytechnology.org/library/15973,115 High Street,PO Box 128,Odessa,Delaware,19730-0128,New Castle,302-378-8838,https://corbitcalloway.lib.de.us,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,Karen Quinn,Publicly funded and managed,"15,744 residents","39,144 volumes","56,254 transactions",Symphony (2010),"Horizon (until 2004), Dynix (until 1994)",Delaware Library Catalog,,,DE0026,DE0026-002,15973,06-Oct-05,10-Apr-25,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/15973,United States,"Corbit Calloway Memorial Libraryis aPubliclibrary.This library is affiliated withCorbit Calloway Memorial Library(view map)
.  
The collection of the library contains39,144volumes. The library circulates56,254items per year. The library serves a population of15,744residents .","This listing was created on Oct 6, 2005 and was last modified on Apr 10, 2025.",This is a publicly funded and managed library.
Seaford District Library,Public,Seaford Library and Cultural Center,https://librarytechnology.org/library/12239,600 North Market Street Ext.,,Seaford,Delaware,19973,Sussex,302-629-2524,https://www.seaforddistrictlibrary.org,http://dlc.lib.de.us,Jerry Keiser,Publicly funded and managed,"22,186 residents","41,011 volumes","128,428 transactions",Symphony (2005),Dynix (until 1997),Delaware Library Catalog,DX6,8958,DE0018,DE0018-002,12239,08-Dec-04,10-Apr-25,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/12239,United States,"Seaford District Libraryis aPubliclibrary.This library is affiliated withSeaford Library and Cultural Center(view map)
.  
The collection of the library contains41,011volumes. The library circulates128,428items per year. The library serves a population of22,186residents .","This listing was created on Dec 8, 2004 and was last modified on Apr 10, 2025.",This is a publicly funded and managed library.
Smyrna Public Library,Public,Smyrna (DE) Public Library,https://librarytechnology.org/library/15969,107 South Main Street,,Smyrna,Delaware,19977-1432,Kent,302-653-4579,https://smyrna.delaware.gov,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,Pat Young,Publicly funded and managed,"32,120 residents","23,751 volumes","91,148 transactions",Symphony (2005),Dynix (until 1994),Delaware Library Catalog,,8960/,DE0020,DE0020-002,15969,06-Oct-05,10-Apr-25,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/15969,United States,"Smyrna Public Libraryis aPubliclibrary.This library is affiliated withSmyrna (DE) Public Library(view map)
.  
The collection of the library contains23,751volumes. The library circulates91,148items per year. The library serves a population of32,120residents .","This listing was created on Oct 6, 2005 and was last modified on Apr 10, 2025.",This is a publicly funded and managed library.
Greenwood Public Library,Public,Sussex County (DE) Libraries,https://librarytechnology.org/library/12242,100 Mill Street,PO Box 8,Greenwood,Delaware,19950,Sussex,302-349-5309,https://sussexcountyde.gov,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,Patricia Brown,Publicly funded and managed,,,,Symphony (2005),Dynix (until 1997),Delaware Library Catalog,,,DE0030,DE0030-006,12242,08-Dec-04,25-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/12242,United States,"Greenwood Public Libraryis aPubliclibrary.This library is affiliated withSussex County (DE) Libraries(view map)
.","This listing was created on Dec 8, 2004 and was last modified on Mar 25, 2023.",This is a publicly funded and managed library.
Sussex County Libraries,Public,Sussex County (DE) Libraries,https://librarytechnology.org/library/12254,9 South DuPont Highway,PO Box 589,Georgetown,Delaware,19947,Sussex,302-855-7890,https://sussexcountyde.gov,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,Elaine D. Fike,Publicly funded and managed,"54,220 residents","108,733 volumes","403,581 transactions",Symphony (2005),Dynix (until 1997),Delaware Library Catalog,,,DE0030,,12254,09-Dec-04,25-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/12254,United States,"Sussex County Librariesis aPubliclibrary.This library is affiliated withSussex County (DE) Libraries(view map)
.  
The collection of the library contains108,733volumes. The library circulates403,581items per year. The library serves a population of54,220residents .","This listing was created on Dec 9, 2004 and was last modified on Mar 25, 2023.",This is a publicly funded and managed library.
Wilmington Public Library,Public,Wilmington Public Library,https://librarytechnology.org/library/1879,3rd Floor,PO Box 2303,Wilmington,Delaware,19801,New Castle,302-571-7400,https://wilmington.lib.de.us,http://dlc.lib.de.us/client/default,David H. Burdash,Publicly funded and managed,"60,300 residents","200,467 volumes","167,654 transactions",Symphony (2009),"Horizon (until 2002), Dynix (until 1993), CLSI (until 1989)",Delaware Library Catalog,DWW,,DE0022,DE0022-007,1879,11-Nov-97,10-Apr-25,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/1879,United States,"Wilmington Public Libraryis aPubliclibrary.This library is affiliated withWilmington Public Library(view map)
.  
The collection of the library contains200,467volumes. The library circulates167,654items per year. The library serves a population of60,300residents .","This listing was created on Nov 11, 1997 and was last modified on Apr 10, 2025.",This is a publicly funded and managed library.
Labiblioteca Del Pueblo Library,Public,Wilmington Public Library,https://librarytechnology.org/library/15970,403 North Van Buren Street,,Wilmington,Delaware,19805,New Castle,302-571-7422,https://wilmington.lib.de.us,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,,Publicly funded and managed,,,,Symphony (2009),"Horizon (until 2002), Dynix (until 1993), CLSI (until 1989)",Delaware Library Catalog,,,DE0022,DE0022-008,15970,06-Oct-05,19-Mar-21,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/15970,United States,"Labiblioteca Del Pueblo Libraryis aPubliclibrary.This library is affiliated withWilmington Public Library(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 19, 2021.",This is a publicly funded and managed library.
Milton Public Library,Public,Sussex County (DE) Libraries,https://librarytechnology.org/library/12241,121 Union Street,,Milton,Delaware,19968,Sussex,302-684-8856,https://sussexcountyde.gov,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,Mary C. Hopkins,Publicly funded and managed,,,,Symphony (2005),Dynix (until 1997),Delaware Library Catalog,,,DE0030,DE0030-004,12241,08-Dec-04,25-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/12241,United States,"Milton Public Libraryis aPubliclibrary.This library is affiliated withSussex County (DE) Libraries(view map)
.","This listing was created on Dec 8, 2004 and was last modified on Mar 25, 2023.",This is a publicly funded and managed library.
North Wilmington Library,Public,Wilmington Public Library,https://librarytechnology.org/library/15971,3400 North Market Street,,Wilmington,Delaware,19802,New Castle,302-761-4290,https://wilmington.lib.de.us,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,,Publicly funded and managed,,,,Symphony (2009),"Horizon (until 2002), Dynix (until 1993), CLSI (until 1989)",Delaware Library Catalog,,,DE0022,DE0022-009,15971,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/15971,United States,"North Wilmington Libraryis aPubliclibrary.This library is affiliated withWilmington Public Library(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
